category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Math,Short Answer,"Alice arranges 3 white marbles and 3 red marbles in a row. If she wants exactly 2 of the first 3 marbles to be white, how many different arrangements can she make?",9 ,Short Answer,"Two chords of length 10 and 8 are drawn in a circle such that they intersect at a point on the circle. If the chords make a 60 degree angle, what is the radius of the circle?",2 ROOT 7,NSBA
Physics,Short Answer,"An electrical quadrupole is placed at the origin of a coordinate plane. At distances much farther than the length of the quadrupole, the electric field is proportional to the distance from the quadrupole raised to what power?",-4 ,Multiple Choice,A diatomic gas is adiabatically expanded from a volume of 1 cubic meter and pressure of 1 atm to a volume of 1 x 105 cubic meters. What is the new pressure in atm? W) 10-4 atm X) 10-5 atm Y) 10-6 atm Z) 10-7 atm,Z) 10-7 atm,NSBA
Biology,Multiple Choice,Which of the following organelles would have the least amount of reactive oxygen species in an ordinary plant cell? W) Chloroplast X) Glyoxysome Y) Golgi apparatus Z) Mitochondria,Y) GOLGI APPARATUS ,Short Answer,What disaccharide formed from two α-glucose monomers is known to facilitate anhydrobiosis in many plants and also serves as the major blood sugar in many insects?,TREHALOSE,NSBA
Chemistry,Short Answer,"When an electron is excited to the lowest excited state by incoming light, the electron may transition to a triplet state before transitioning back to the ground state. What type of photoluminescence does this process describe?",Phosphorescence ,Short Answer,"The decay of Radium-226 into Lead-206 involves only alpha and beta minus decay. Given that Radium and Lead have atomic numbers of 88 and 82 respectively, how many beta minus decays occur in this process?",4,NSBA
Earth and Space,Short Answer,"Greenhouse gases absorb light in most regions of the infrared spectrum, but no major gases absorb light in the range Earth primarily radiates. What term describes the range in which this lack of absorption occurs?",Atmospheric window ,Short Answer,Identify all of the following three types of melting that could occur at a subduction zone: 1) Decompression; 2) Flux; 3) Friction.,All,NSBA
Math,Short Answer,"Two teams are playing a best of 7 series, where the first team to win 4 games wins. If each team has a 50% chance of winning each game and each game is independent, what is the probability that the series ends in 4 games?",1/8 ,Short Answer,A car initially at x = 0 starts driving in the positive x direction at t = 0 with a speed equal to the natural log of quantity 1 plus t. How long does it take for the car to reach x = 1?,e - 1,NSBA
Physics,Short Answer,"Two blocks with 1 kilogram mass are placed on a flat surface. One block is stationary, and the other block is sliding towards it at a speed of 2 meters per second. If the coefficient of restitution of the collision is 0.5, what is the final kinetic energy of the system in Joules?",5/4 ,Short Answer,"A uniform rod with a length of 1 meter and mass of 3 kilograms is at rest. It is struck with a perpendicular impulse of 10 Newton-meters at a distance of 25 centimeters from one end. When measured in standard SI units, what is the ratio of the rod’s angular momentum to its linear momentum?",3,NSBA
Biology,Multiple Choice,"When performing a Western blot, Colin notes the appearance of a few bands below the expected band for his protein, though each band is very clear. Which of the following is the most likely reason why? W) The membrane was not blocked with milk. X) The secondary antibody was not specific to the primary antibody. Y) Insufficient amounts of SDS were added to the lysate. Z) Insufficient amounts of protease inhibitors were added to the lysate.","Z) INSUFFICIENT AMOUNTS OF PROTEASE INHIBITORS WERE ADDED TO
THE LYSATE. ",Short Answer,Order the following three events in normal human organogenesis from earliest to latest: 1) Neural crest cell migration; 2) Neural plate formation; 3) Notochord formation.,"3, 2, 1",NSBA
Chemistry,Multiple Choice,"Alloying metals can have an effect on their strength, specifically affecting ductility, brittleness, and hardness. Compared to the primary metal constituent, which of the following best describes how interstitial and substitutional alloying affects the strength of a metal? W) Interstitial is weaker and substitutional is stronger X) Interstitial is weaker and substitutional is weaker Y) Interstitial is stronger and substitutional is stronger Z) Interstitial is stronger and substitutional is weaker",Y) Interstitial is stronger and substitutional is stronger,Short Answer,"Order the following 3 tertiary radicals from least to most stable: 1) 1,1-dinitrobutane; 2) methylpropane; 3) 1,1-dichloropentane","2, 3, 1",NSBA
Earth and Space,Multiple Choice,Which of the following elements would never be present in the spectrum of a type 1a supernova? W) Hydrogen X) Helium Y) Oxygen Z) Silicon,W) Hydrogen ,Multiple Choice,In which of the following biomes would the ratio of feldspar to clay minerals likely be highest? W) Savannah X) Taiga Y) Tropical rainforest Z) Tundra,Z) Tundra,NSBA
Math,Short Answer,"If x + 1/x equals 10, what is x2 + 1/x2?",98 ,Short Answer,An equilateral triangle and a square are both inscribed in the same circle. What is the ratio of the area of the triangle to that of the square?,3 ROOT 3 OVER 8,NSBA
