category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Earth and Space,Short Answer,What is the name for the phenomenon that occurs when precipitation evaporates before hitting the ground? ,Virga (Accept: dry storm),Short Answer,Identify all of the following 3 conditions which result from the El Niño: I) Drought in western Australia II) Downwelling off the coast of Peru III) Cyclogenesis near Brazil,,ESBOT
Physics,Short Answer,"Two objects with equal mass experience a gravitational force of 𝑀 𝐺. If the mass of each of the two objects is doubled and the distance between them is tripled, what is the new gravitational force in terms of ? 𝐺 ",4/9 G,Short Answer,"Rohit has just bought a brand new sledgehammer with a 4 kg head on the end of a uniform handle. He wants to calculate the mass of the entire sledgehammer, but he does not know the mass of the handle. By balancing the sledgehammer and using a meter stick, he is able to find that the entire handle has a length of 1 meter and the center of mass lies 0.1 meters from the head. What is the mass of the entire sledgehammer?",,ESBOT
Math,Short Answer,What is the value of ? log(24) + log(250) − log(6) ,3,Short Answer,What is the inverse of the 2 by 2 matrix [with top row three seven and bottom row two five]?,,ESBOT
Physics,Short Answer,"Muons are unstable and have a rest lifetime of about 2.2 microseconds. In the most common form of muon decay, the products are an electron and what two specific other particles? ","Muon neutrino and electron antineutrino (DO NOT ACCEPT: only
neutrino/antineutrino)",Short Answer,Two sinusoidal voltage signals with RMS voltage of 120 Volts are added together 90 degrees out of phase. What is the peak voltage of the resulting signal?,,ESBOT
Earth and Space,Short Answer,Which of the following sedimentary rocks displays the poorest sorting? W) Diamictite X) Arkose Y) Coquina Z) Shale ,W) Diamictite,Multiple Choice,In which of the following conditions would an observer in Australia experience the highest tidal range? W) Lunar periapsis [pair-ee-ap-sis] but not syzygy [siz-i-jee] in January X) Lunar syzygy but not periapsis in January Y) Lunar periapsis but not syzygy in June Z) Lunar syzygy but not periapsis in June,,ESBOT
Biology,Short Answer,Order the following 3 parts of the cardiac cycle from earliest to latest: 1) Q 2) T 3) S ,"1, 3, 2",Multiple Choice,Which of the following statements about protein secondary structures is not true? W) Antiparallel beta pleated sheets tend to be stronger than parallel beta pleated sheets X) Alpha helices form hydrogen bonds every 4th residue Y) The cores of many globular proteins are composed of beta pleated sheets Z) Salt bridges commonly stabilize secondary structures of proteins,,ESBOT
Chemistry,Short Answer,What is the molecular geometry around the Aluminum atoms in Al2Cl6? ,Tetrahedral,Multiple Choice,Rohit would like to conduct a redox titration using H2O2 as the titrant and an unknown solution of KMnO4 and H2SO4 as the analyte. He uses ACS grade H2O2 labeled with a concentration of 35% that has been sitting on his shelf for the past year and calculates the KMnO4 concentration using this 35% figure. Which of the following statements about Rohit’s experimental process is true? W) His process has no errors X) His error would decrease his predicted KMnO4 concentration Y) His error would increase his predicted KMnO4 concentration Z) His error would not affect his predicted KMnO4 concentration,,ESBOT
Math,Short Answer,"If an equilateral triangle has the same area as a regular hexagon, then what is the square of the ratio of the side length of the equilateral triangle to the side length of the regular hexagon? ",6,Short Answer,"Andy, Brandon, Colin, Derek, and Emily go to the movies to watch Avatar 2 together. They are given five seats in one row, and can choose where they sit. However, Andy and Brandon are best friends and want to sit next to each other. How many ways can they sit in the five seats?",,ESBOT
Energy,Short Answer,"Recently, controversy surrounding fraudulent images and data in an incredibly influential 2006 publication on the cause of dementia in Alzheimer's has raised concerns about scientific integrity. The new revelations revealing the fraud in the data threaten the leading theory that Alzheimer's disease is caused by accumulation of what protein? ","amyloid (ACCEPT: amyloid proteins, amyloid plaques, beta amyloid proteins,
Aβ*56, and any variation)",Short Answer,"Researchers at Savannah River National Lab are studying regenerative braking systems in electric vehicles. Standard regenerative braking technologies are 60% efficient. If a 3000 kg car is traveling at a constant speed of 10 meters per second down a 30 degree incline, what is the power transferred to the battery to the nearest ten kilowatts?",,ESBOT
Chemistry,Short Answer,Order the following 3 elements in order of increasing electron affinity: 1) Argon 2) Manganese 3) Zinc ,"1, 3, 2",Short Answer,"What are the oxidation states of oxygen and fluorine, respectively, in hypofluorous acid?",,ESBOT
Earth and Space,Short Answer,The earliest dated minerals come from which geologic eon? ,Hadean,Multiple Choice,Which of the following is closest to the percentage of the Earth’s atmosphere by mass that lies at an elevation of less than 50 kilometers? W) 50% X) 75% Y) 90% Z) 99%,,ESBOT
Biology,Short Answer,"A new highway is built through a forest, causing the forest adjacent to the new highway to change in flora and fauna. What is the term for this effect? ",Edge Effect,Short Answer,What is the name of arteries that provide oxygen-rich blood to the heart?,,ESBOT
Earth and Space,Short Answer,"During a star’s transformation to a neutron star, extremely large amounts of what particles are released, expelling up to 98% of the star’s energy? ",Neutrino,Short Answer,Identify all of the following 4 types of galaxies that can contain an Active Galactic Nucleus: I) Spiral II) Lenticular III) Elliptical IV) Irregular,,ESBOT
Biology,Short Answer,Select all of the following three parts of a gene that are part of the open reading frame: I) Promotor II) 5’ [5 prime] Untranslated Region III) Stop codon ,None,Multiple Choice,"Pineapples are an example of what kind of fruit, which is formed from many carpels from several flowers in an inflorescence? W) Simple X) Aggregate Y) Multiple Z) Accessory",,ESBOT
Math,Short Answer,"An ant is standing at the origin of the Cartesian plane. Every second, it crawls left, right, up, or down one unit by choosing a direction at random. After 5 seconds, what is the probability that the ant is back at the origin? ",0,Short Answer,Order the integral from 1 to of the following 3 functions from 𝑒 smallest to largest value: 1) 𝑥 𝑥 2) 𝑥 𝑒 3) 𝑒 𝑥,,ESBOT
Physics,Short Answer,Identify all of the following 3 changes that would change the magnetic field strength inside an ideal solenoid: I) Increasing the current II) Increasing the number of turns per unit length III) Decreasing the radius ,I and II,Short Answer,"A thin spherical shell can withstand 150 kilopascals of pressure difference before it bursts. If a vacuum is pulled inside of the shell and the shell is immersed in water, how many meters can it travel below the surface before it bursts to one significant figure?",,ESBOT
Energy,Short Answer,Scientists at Lawrence Berkeley National Labs are studying quantum computing and how it can be used to speed up computations using number base systems other than binary. Identify all of the following numbers in base 12 that are divisible by 3: I) [one two five] II) [three seven nine] III) [seven six two] ,II only,Short Answer,Scientists at LIGO are studying the propagation of gravitational waves through spacetime. Identify all of the following bodies which produce measurable gravitational waves. I) Rapidly rotating black hole II) Neutron Star Binary III) Magnetar,,ESBOT
Biology,Short Answer,"What supergroup of eukaryotes contains red algae, green algae, and plants. ",Archaeplastida,Short Answer,Order the following 4 events in chronological order of a fungus life cycle: 1) Karyogamy 2) Heterokaryotic stage 3) Spore germination 4) Plasmogamy,,ESBOT
Energy,Short Answer,"Scientists at Savannah River National Lab are doing experiments on fireflies, since they are very common in the area. Specifically, they want to understand how they synchronize their lights. What enzyme is known to be responsible for the production of light in their abdomens? ",Luciferase,Short Answer,"Researchers at Pacific Northwest National Lab are studying ways to improve the efficiency of industrial chemical production. When modeling multi-step reactions, the assumption is made that the concentration of intermediates stays constant as the reaction proceeds. What is the name of this assumption?",,ESBOT
Biology,Short Answer,"In a G protein coupled receptor, what molecule activates the G protein to induce signal transduction? ",GTP,Short Answer,Identify all of the following 3 statements that are incorrect about the process of DNA replication: I) DNA pol III synthesizes the leading strand II) DNA pol I synthesizes Okazaki fragments on the lagging strand III) Primase makes DNA primers on the leading and lagging strands,,ESBOT
Math,Short Answer,"Identify all of the following 3 sets of side lengths that form an obtuse triangle: I) 2, 3, and 4 II) 5, 7, and 8 III) 6, 6, and 8 ",I only,Short Answer,"All even numbers from 200 to 300, except for those ending in 0, are multiplied together. What is the units digit of the product?",,ESBOT
Biology,Short Answer,Order the following 3 stages of the Ovarian cycle from first to last: 1) Luteal phase 2) Follicular phase 3) Ovulation ,"2, 3, 1",Short Answer,What plant hormone activates plant defenses against insect herbivores and microbial pathogens?,,ESBOT
Math,Short Answer,Set contains 5 elements. How many proper subsets of are there? 𝐴 𝐴 ,31,Short Answer,How many factors of 1800 are divisible by 9?,,ESBOT
Physics,Short Answer,A 3 meter long conducting rod is placed perpendicular to a 5 millitesla magnetic field. The rod is given a velocity of 30 meters per second mutually perpendicular to the rod and the field. What is the magnitude of the voltage difference between the two ends of the rod in Volts? ,0.45,Multiple Choice,Which of the following statements best describes how an increase in temperature affects the viscosity of gases and liquids? W) Viscosity increases for a gas and decreases for a liquid X) Viscosity decreases for a gas and increases for a liquid Y) Viscosity increases for both gasses and liquids Z) Viscosity decreases for both gasses and liquids,,ESBOT
Biology,Short Answer,Identify all of the following three diseases that are caused by a gram-positive bacteria: I) Anthrax II) Botulism III) Tuberculosis ,All,Short Answer,"Select all of the following three conditions in which the lac operon would be active: I) Low lactose, high glucose II) High lactose, low glucose III) Low lactose, low glucose",,ESBOT
Earth and Space,Short Answer,What apparent wobbling of the moon allows earth observers to view 59% of the moon's surface rather than the expected 50% from its 1-to-1 spin-orbit resonance? ,Lunar Libration (ACCEPT: Libration),Multiple Choice,"Rohit, attempting to avoid the sunlight, decides to go outside for the first time at night on Halloween. He notices that the moon is in its first quarter. Which of the following is a possible date of the next lunar eclipse? W) November 8th X) November 16th Y) November 23rd Z) November 30th",,ESBOT
Chemistry,Short Answer,Order the following 4 elements from lowest to highest melting point: 1) Sodium 2) Carbon 3) Potassium 4) Iron ,"3, 1, 4, 2",Multiple Choice,A reagent which is both a strong nucleophile and a strong base is reacted with a secondary alkyl halide at a high temperature. Which of the following reaction mechanisms dominates? W) Sn1 X) Sn2 Y) E1 Z) E2,,ESBOT
Earth and Space,Short Answer,Order the following 3 bodies of water in order of increasing depth in a water column at 40 degrees south in the Atlantic Ocean: 1) North Atlantic Deep Water 2) Antarctic Bottom Water 3) Antarctic Intermediate Water ,"3,1,2",Short Answer,Order the following three sulfate minerals from most to least resistant to weathering: 1) Gypsum 2) Celestite 3) Barite,,ESBOT
Chemistry,Short Answer,What is the average bond order of the S-O bonds in the compound HSO4 –? ,1.5,Multiple Choice,Which of the following is closest to the bond angle in degrees of a PH3 molecule? W) 93 X) 98 Y) 103 Z) 108,,ESBOT
Earth and Space,Short Answer,The merger of the Milky Way and Andromeda galaxies is expected to form what type of galaxy? ,Elliptical,Short Answer,Comets are differentiated from asteroids through what feature which results from the sublimation of volatile ices at their surface?,,ESBOT
