category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
CHEMISTRY,Multiple Choice,"Which of the following is NOT generally true of activation energies in chemical reactions: W) activation energies vary from reaction to reaction X) the Arrhenius equation can be used to determine the activation energy of a reaction Y) the lower the activation energy is, the faster the reaction Z) increasing the temperature of a reaction decreases the activation energy",Z) INCREASING THE TEMPERATURE OF A REACTION DECREASES THE ACTIVATION ENERGY,Multiple Choice,Which of the following is NOT true about aqueous solutions: W) diluting a buffer with water can change the pH of the water X) metal cations can act as weak acids in water solutions Y) an acid whose Ka = 6 x 10^-10 is weaker than an acid whose Ka = 5.8 x 10^-4 Z) an acid whose pKa is 3.0 is stronger than an acid whose pKa is 7.0,W) DILUTING A BUFFER WITH WATER CAN CHANGE THE PH OF THE WATER,SciBowlDB
BIOLOGY,Multiple Choice,Which of the following was first proposed by Peter Mitchell as a potential energy ion gradient across a selectively permeable membrane that is responsible for the production of ATP: W) osmosis X) chemiosmosis (read as: chem-ee-oz-MOE-sis): Y) electro-phosphorylation Z) photosynthesis,X) CHEMIOSMOSIS,Short Answer,Name all of the following 3 groups of organisms that generate ATP by chemiosmosis (read as: chem-ee-oz-MOE-sis): Cyanobacteria; plant cells; animal cells,ALL,SciBowlDB
MATH,Multiple Choice,What is the product of the following 2 values: (1) the greatest common divisor of 7 and 14; and (2) the least common multiple of 7 and 14: W) 21 X) 49 Y) 98 Z) 196,"Y) 98 (Solution: the product will be the same as the product of the two numbers, 7 and 14)",Short Answer,"Multiply the following complex numbers, giving your answer in standard a + bi form: (6 + 3i)(4 + i)",21 + 18i,SciBowlDB
EARTH SCIENCE,Multiple Choice,Which of the following BEST determines the maximum height of open ocean waves and is the point where breaking white caps form in a fully developed sea: W) the cohesive forces in water molecules are overcome and the waves break apart X) the waves are losing as much energy as breaking white caps as they are receiving from the wind Y) the trough moves a little bit faster than the crest and the wave becomes unstable Z) the waves have reached a maximum period,X) THE WAVES ARE LOSING AS MUCH ENERGY AS BREAKING WHITE CAPS AS THEY ARE RECEIVING FROM THE WIND,Multiple Choice,"Although the crystal habit of quartz is widely variable, its most common habit is: W) orthorhombic X) cubic Y) hexagonal Z) triclinic",Y) HEXAGONAL,SciBowlDB
GENERAL SCIENCE,Multiple Choice,Which of the following is NOT true of coelacanths (read as: SEE-laa-kanths): W) the coelacanth is considered a living fossil X) the coelacanth is a bottom dweller fish and uses its 4 limbs for walking Y) the coelacanth is essentially inedible to humans Z) the coelacanth gives birth to live young,X) THE COELACANTH IS A BOTTOM DWELLER FISH AND USES ITS 4 LIMBS FOR WALKING,Short Answer,What alkene is a plant pigment that is a precursor to vitamin-A?,BETA-CAROTENE,SciBowlDB
ASTRONOMY,Multiple Choice,"Which of the following is a space observatory, launched in 2004 through the combined effort of Italy, the United Kingdom, and the United States, for the detection and study of gamma-ray bursts: W) SOHO X) SWIFT Y) MOC Z) international GRB",X) SWIFT,Multiple Choice,How were the rings of the planet Uranus discovered: W) astronomers in 1977 noticed stars were occulted by Uranus before the planet passed in front of them and reappeared afterwards X) the Magellan 1 space probe took pictures of them Y) the Hubble space telescope detected them with its infrared detector Z) the rings are made of gases with certain signatures revealed in absorption spectra,W) ASTRONOMERS IN 1977 NOTICED STARS WERE OCCULTED BY URANUS BEFORE THE PLANET PASSED IN FRONT OF THEM AND REAPPEARED AFTERWARDS,SciBowlDB
PHYSICS,Multiple Choice,Which of the following BEST describes Fermat’s principle: W) light disperses in a specific medium depending on the medium’s refractive index X) light follows the path of least time between two points Y) the angle of incidence can be greater than the angle of reflection Z) light always travels in the same medium at the same speed,X) LIGHT FOLLOWS THE PATH OF LEAST TIME BETWEEN TWO POINTS,Short Answer,"What is the ideal mechanical advantage of a wheel and axle, if the diameter of the wheel is 500 centimeters and the radius of the axle is 2.5 centimeters?","100 (Solution: mechanical advantage, radius of wheel/radius of axle = 250 cm/2.5 cm = 100)",SciBowlDB
CHEMISTRY,Multiple Choice,A lead chromate solution is typically what color: W) blue X) red Y) yellow Z) green,Y) YELLOW,Multiple Choice,Which of the following molecules exhibits a dipole moment: W) CH4 X) H2S Y) CO2 Z) SO3,X) H2S,SciBowlDB
BIOLOGY,Multiple Choice,From which of the following does the seed coat of angiosperm seeds typically develop: W) integuments X) polar nuclei Y) nucleus Z) cotyledons,W) INTEGUMENTS,Short Answer,Beadle and Tatum primarily used what organism to show that mutations in a single gene caused disruptions in metabolic pathways because of the lack of a single enzyme?,NEUROSPORA (ACCEPT: BREAD MOLD or NEUROSPORA CRASSA),SciBowlDB
MATH,Multiple Choice,Which of the following is NOT true of matrices: W) a square matrix that has an inverse is called invertible X) a matrix does not have to have an inverse Y) a matrix that does not have an inverse is called non-singular Z) a matrix must be square in order to have an inverse,Y) A MATRIX THAT DOES NOT HAVE AN INVERSE IS CALLED NONSINGULAR (Solution: it's called singular),Short Answer,"Giving your answer as an ordered pair, find the solution of the system of the following 2 equations: `x = 2/3y - 2` and `x = y - 3`:","(0, 3)",SciBowlDB
EARTH SCIENCE,Multiple Choice,Which of the following are thought to form the mantle of the Earth: W) ultramafic rocks X) felsic rocks Y) silicic rocks Z) mafic rocks,W) ULTRAMAFIC ROCKS,Short Answer,"Of the 3 basic types of magma on Earth, which one generally has the LOWEST gas content?",BASALTIC (ACCEPT: BASALT) (Solution: 3 basic types: basaltic = low; andesitic = intermediate; rhyolitic = high),SciBowlDB
GENERAL SCIENCE,Multiple Choice,Which of the following is the p value for F = 0 in an ANOVA F test: W) 0.00 X) 0.50 Y) 0.95 Z) 1.00,Z) 1.00,Short Answer,Name all of the following 4 choices that are characteristic of scientific publications: 1) scientific papers are peer reviewed 2) scientific papers present more detailed data 3) conclusions in scientific papers are supported by original data in the publication 4) scientific papers have data that has been proven to be true,1; 2; 3,SciBowlDB
ASTRONOMY,Multiple Choice,Which of the following is NOT true: W) an eclipse of the Moon only occurs during a full Moon X) Mercury will appear to be in its full phase when it is farthest from Earth Y) an event horizon is associated with black holes Z) no more than 50% of the Moon’s surface can be seen over any one year,Z) NO MORE THAN 50% OF THE MOON’S SURFACE CAN BE SEEN OVER ANY ONE YEAR (Solution: libration will allow more than 55% to be seen over a year),Multiple Choice,Which of the following is the most common location of young blue and white stars in a spiral galaxy: W) halo X) spiral arms Y) nucleus Z) throughout the entire galaxy,X) SPIRAL ARMS,SciBowlDB
PHYSICS,Short Answer,"What physical property of neutrinos, which was confirmed in the past decade, contradicts earlier assumptions that neutrinos travel at the speed of light?",MASS (ACCEPT: NEUTRINOS HAVE MASS),Short Answer,"What is the angular velocity, in radians per second, of a wheel with a radius of 250 centimeters and a surface velocity of 50 meters per second?",20 (Solution: T = v/r = 50m/s/2.5m = 20 rad/s),SciBowlDB
CHEMISTRY,Multiple Choice,"When dissociated in water, which of the following acids has its dissociation equilibrium shifted farthest to the right: W) HClO X) HClO2 Y) HClO3 Z) HClO4",Z) HClO4,Short Answer,Arrange the following 4 bonds in order of decreasing polarity: Br-Br; K-Br; P-Cl; Li-F,Li-F; K-Br; P-Cl; Br-Br,SciBowlDB
BIOLOGY,Multiple Choice,Of which of the following is endosperm in wheat primarily composed: W) protein X) nucleic acid Y) carbohydrate Z) lipid,Y) CARBOHYDRATE,Multiple Choice,"Which of the following is NOT true regarding glycogen: W) glycogen synthesis is endergonic (read as: en-der-GONE-ick) X) glycogen is a polysaccharide Y) glycogen side branches have beta 1,4 linkages Z) glycogen in the human liver often has more than 10,000 glucose monomers","Y) GLYCOGEN SIDE BRANCHES HAVE BETA 1,4 LINKAGES (Solution: beta-1,4 linkages are indigestible to humans and are found in cellulose. Glycogen has alpha 1-4 and alpha 1-6 linkages)",SciBowlDB
MATH,Short Answer,"By words or number, name all of the following 3 statements that are TRUE for the function, `f(x) = -3x^2 - 2x - 2 = 0`: 1) there are no real zeros 2) the graph is a parabola opening downward 3) the graph has no x-intercepts",ALL,Short Answer,Factor the following expression completely over the integers: `x^4 - 16`,`(x - 2)(x + 2)(x^2 + 4)`,SciBowlDB
EARTH SCIENCE,Multiple Choice,Halos and rings around the Moon in the night sky are most often caused by which of the following: W) nucleation particles in the stratosphere X) small water droplets in nimbostratus clouds Y) temperature inversions Z) ice crystals in cirrus clouds,Z) ICE CRYSTALS IN CIRRUS CLOUDS,Multiple Choice,"Which of the following types of volcanic eruptions is distinguished primarily by its eruption of basaltic and andesitic magma from its vent, producing incandescent bombs that fall near the vent, eventually building a small cone of tephra: W) Plinian X) Hawaiin Y) Pelean Z) Strombolian",Z) STROMBOLIAN,SciBowlDB
GENERAL SCIENCE,Multiple Choice,"Which of the following plastics is very tough, optically transparent, and often used in the manufacture of CD’s: W) polypropylene X) polycarbonate Y) low density polyethylene Z) polyvinyl chloride",X) POLYCARBONATE,Short Answer,What 2 simple alkenes (read as: al-KEENS) are the two most important organic industrial chemicals?,ETHYLENE; PROPYLENE (ACCEPT: ETHENE; PROPENE),SciBowlDB
ASTRONOMY,Short Answer,"For someone standing at 43° north latitude, how many degrees above the horizon will the north celestial pole be?",43,Short Answer,In what phase does the planet Venus appear during superior conjunction?,FULL,SciBowlDB
PHYSICS,Short Answer,"If a satellite moving in a circular orbit is raised to another circular orbit 3-times as far from the Earth's center and where the kinetic energy of the satellite is 3-times less, by what factor does the centripetal force on the satellite decrease?","9 (Solution: F = mv /R, numerator times 1/3, denominator times 3; or use Newton's law of universal gravitation, F proportional to 1/R )",Short Answer,"Rounded to the first decimal place, how many kilowatt-hours of energy are used if 10 amps flows for one day though a circuit with a resistance of 2 ohms?",4.8 (Solution: E = Wt = (10A)2 x 2 ohms x 24 hr = 4.8 kilowatt-hours),SciBowlDB
CHEMISTRY,Short Answer,Name the LARGEST atom or ion in EACH of the following 3 pairs: 1) an iron 3 plus ion or an iron 2 plus ion 2) an oxygen atom or an oxygen 2 minus ion 3) a gallium 3 plus ion or a gallium atom,1) IRON 2 PLUS ION; 2) OXYGEN 2 MINUS ION; 3) GALLIUM ATOM,Short Answer,"Using proper chemical nomenclature, finish balancing the following chemical reaction. Make sure to indicate the state of each substance, such as solid, liquid, aqueous, or gas: 3NaOH(aqueous) + H3PO4(aqueous) -> what?",NasPO4(aqueous) + 3H2O(liquid) (products in any order),SciBowlDB
BIOLOGY,Short Answer,"From the FIRST to the LAST, what are the stages into which interphase is most commonly divided?","G-1; S; G-2 (ACCEPT: GAP ONE, DNA SYNTHESIS, GAP 2)",Short Answer,Cells that become quiescent enter G-zero from what stage of the cell cycle?,G-1,SciBowlDB
CHEMISTRY,Short Answer,"Giving your answer to the first decimal place and in liters, one mole of gas at 1.00 atmosphere pressure and a temperature of 273.15 kelvin occupies what volume?",22.4,Short Answer,"A sample of gas occupies a volume of 300 cubic centimeters at a pressure of 2 atmospheres. Calculate what the pressure would have to be, in atmospheres to the first decimal place, in order for the gas to have a volume of 500 cubic centimeters at constant temperature:",1.2 (Solution: P2 = PiVi/V2 = (2 atm)(300 cm3)/500 cm3 = 1.2 atm),SciBowlDB
BIOLOGY,Short Answer,"What is the common name for the 27-carbon lipid whose synthesis is in part regulated by HMG CoA (read as: H, M, G, koh, A) reductase and is the basic starting point for estrogen synthesis?",CHOLESTEROL,Multiple Choice,Which of the following is NOT true regarding ribosomes: W) they are about 20 nanometers in diameter X) eukaryotic ribosomes are slightly larger than prokaryotic ribosomes Y) mitochondrial ribosomes have 40S (read as: forty S) small subunits Z) they are found in chloroplasts,Y) MITOCHONDRIAL RIBOSOMES HAVE 40S SMALL SUBUNITS,SciBowlDB
CHEMISTRY,Multiple Choice,"Which of the following has a melting point of 185°C and readily dissolves in water at room temperature, but is NOT an electrolyte: W) NaCl X) decane Y) methane Z) sucrose",Z) SUCROSE,Short Answer,Give the systematic chemical name for the following ionic compound: Cr2(SeO4)3,CHROMIUM(III) SELENATE,SciBowlDB
