category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Physics,Multiple Choice,In which of the following circuit components would you most likely find a P-N junction?  W) Oscillator  X) Capacitor  Y) Switch  Z) Diode ,Z) Diode,Short Answer,"A star with luminosity L and temperature T is be- ing observed. If the star were to suddenly shrink by a factor of 5, then in terms of T, what would need to be the new temperature of the star to keep its overall luminosity the same? ",√ 5T,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE4
Chemistry,Multiple Choice,Which of the following elements is most likely to observe the inert pair effect?  W) Nitrogen  X) Phosphorus  Y) Antimony  Z) Bismuth ,Z) Bismuth,Multiple Choice,Which of the following statements is true re- garding catalysts? W) Catalysts raise the energy of the reactants X) Catalysts decrease the energy of the transition state Y) The rate of the catalyzed reaction varies more with temperature Z) The order of the catalyzed reaction stays the same ,X) Catalysts decrease the energy of the transition state,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Earth and Space,Multiple Choice,"Gail is walking in the desert and is pleas- antly surprised by a good amount of vegetation along the sand. Based on this information, what type of dune is most likely to form in this area?  W) Barchan  X) Transverse  Y) Longitudinal  Z) Parabolic ",Z) Parabolic,Short Answer,Identify all of the following three statements that are true of ocean currents: 1) Gyres rotate counterclockwise in the Northern Hemisphere; 2) Warm currents flow northward in the Southern Hemisphere; 3) Currents in the Arctic Ocean rotate clockwise. ,3 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Biology,Short Answer,Alvin gets a large incision by a dog and starts rapidly losing blood. Identify all of the following three short-term adjustments that his body is making to save his life: 1) Vasodilation; 2) Increased heart rate; 3) In- creased release of atrial natriuretic factor. ,2 only,Multiple Choice,A single nucleotide substitution on which of the following codons could result in a nonsense mutation? W) UCC X) AAA Y) CGG Z) UUU ,X) AAA,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Physics,Multiple Choice,Which of the following quantities could Bragg’s law be used to calculate?  W) Carbon dioxide bond length in air  X) Sodium chlorine bond length in table salt  Y) Hydrogen gas bond length in molecular clouds  Z) Hydrogen atomic radius in emission spectra ,X) Sodium chlorine bond length in table salt,Short Answer,"A hollow sphere is released from rest at the top of an incline, and rolls without slipping. What fraction of the sphere’s potential energy is converted to rotational kinetic energy? ",2 5,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Chemistry,Short Answer,Order the following three types of hydrocarbons by increasing number of hydrogens per carbon: 1) Alkane ; 2) Alkene ; 3) Alkyne . ,"3, 2, 1",Multiple Choice,The density of water decreases as it freezes. This is reflected in which of the following properties of the phase diagram of water? W) The triple point is below atmospheric pressure X) The critical point is above atmospheric pressure Y) The line separating the solid and liquid phases has a negative slope Z) The curve separating the gaseous phase from the liquid and solid phases is concave up ,Y) The line separating the solid and liquid phases has a negative slope,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Earth and Space,Multiple Choice,Which of the following best describes the Hubble classification of the largest galaxy in the Virgo cluster?  W) Spiral  X) Barred spiral  Y) Irregular  Z) Elliptical ,Z) Elliptical,Multiple Choice,Which of the following components of the interstellar medium has the lowest density? W) HI clouds X) Warm intercloud medium Y) Coronal gas Z) Molecular clouds ,Y) Coronal gas,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Biology,Short Answer,Identify all of the following three statements that are true of mammals: 1) They are deuterostomes ; 2) They are diploblastic; 3) The blastopore forms from the anus. ,1 and 3,Short Answer,Order the following four regions of a cow’s stomach in the order that cud traverses it: 1) Abomasum ; 2) Omasum ; 3) Reticulum; 4) Rumen. ,"4, 3, 2, 1",C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Physics,Multiple Choice,"A wave traveling through a medium is moving at speed v. If the density of the medium was suddenly changed to half its original, and the bulk modulus of the medium is quintupled, what is the new speed of the wave?  W) √ 2v  X) √ 5v  Y) √ 5 2 v  Z) √ 10v ",Z)√10v,Multiple Choice,In which of the following atomic models would a hydrogen electron experience perturbed harmonic motion? W) Liquid drop model X) Bohr model Y) Plum pudding model Z) Nuclear shell model ,Y) Plum pudding model,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Chemistry,Multiple Choice,Which of the following spherically symmetric atomic orbitals has three radial nodes?  W) 1s  X) 2s  Y) 3s  Z) 4s ,Z) 4s,Multiple Choice,Which of the following ions has the greatest polarizing power? W) Na+ X) Mg2+ Y) Cl− Z) S2− ,X) Mg2+,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Earth and Space,Multiple Choice,The competence of a river describes what property of the river?  W) Maximum size of particles it can carry  X) Maximum volume it can transport  Y) Total average turbidity  Z) Average sediment transport volume ,W) Maximum size of particles it can carry,Multiple Choice,"The SOARS ocean simulator at UC San Diego contains a wave channel 8 feet deep. If waves can be produced until the wave base touches the bottom of the tank, what is the maximum possible wave- length that can be produced in the tank, in feet? W) 4 X) 8 Y) 16 Z) 32 ",Y) 16,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Biology,Multiple Choice,Which of the following genes is responsible for the development of stamens according to the ABC hypothesis?  W) A only  X) B only  Y) A and B  Z) B and C ,Z) B and C,Short Answer,Identify all of the following three factors which would increase the fluorescence recovery time of a cell membrane during a FRAP experiment: 1) Increasing the membrane concentration of unsaturated phospho- lipids; 2) Increasing the concentration of saturated phospholipids; 3) Increasing the temperature. ,2 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Physics,Short Answer,"A stationary astronaut in space pushes a stationary coin with their finger, resulting in both the astronaut and coin moving away from each other. This is an example of Newton’s third law bringing about what phe- nomena? ",Conservation of momentum,Short Answer,"Two solid elements A and B of mass 30 grams and 60 grams, respectively, exchange heat energy in order to achieve thermal equilibrium. Assuming they have the same specific heat capacity, what is the approximate ratio of the change in temperature of element B over A using known values? ",−1 2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Chemistry,Short Answer,"A certain mixture of gases comprised of nitro- gen, hydrogen, and helium has a total pressure of 5 atmospheres. If the partial pressure of nitrogen is 2.5 atmospheres and the partial pressure of hydrogen is 1.5 atmospheres, what is the mole fraction of helium in this gas mixture? ","0.2 (ACCEPT: 20%, 1/5)",Short Answer,"In terms of n, how many sigma bonds are in a straight-chain alkane containing n carbon atoms? ",3n+1,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Earth and Space,Multiple Choice,What is the result of moving a celestial body past another celestial body’s Roche limit?  W) Capture of a moon  X) Formation of a ring  Y) Ejection of a moon  Z) Formation of craters ,X) Formation of a ring,Short Answer,How many stable Lagrange points exist in a two-body system? ,2,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Biology,Multiple Choice,Which of the following best characterizes the relationship between the bones of the human ear and the jaws of synapsids ?  W) Vestigial structures  X) Homologous structures  Y) Analogous structures  Z) Homoplasies ,X) Homologous structures,Short Answer,What bacterial genus is commonly used to insert DNA sequences into plant genomes through its Ti plasmid? ,Agrobacterium,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Physics,Short Answer,The ability of the neutrino to oscillate between its three flavors implies that has a non-zero value of what physical property? ,Mass,Multiple Choice,"A ray of light is passing from water, with index of refraction 1.33, to flint glass, which has an index of refraction of around 1.66. With respect to the normal, which of the following angles, in degrees, is closest to the angle at which a reflected ray of light will be polarized? W) 30 X) 40 Y) 50 Z) 60 ",Y) 50,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE5
Chemistry,Short Answer,A single molecule of hydrogen peroxide can form at most how many hydrogen bonds with other hydrogen bond donors and accep- tors? ,6,Short Answer,Identify all of the following three statements that are true at the equivalence point of a titration of ammonia with hydrochloric acid: 1) Adding a drop of phenolphthalein will cause the solution to appear colored; 2) Adding a drop of hydrochloric acid will increase the conduc- tivity; 3) Adding a drop of ammonia will increase the conductivity. ,2 and 3,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE6
Earth and Space,Multiple Choice,Which of the following metamorphic rocks would you expect to find at a subduction zone?  W) Hornfels  X) Granulite  Y) Gneiss  Z) Blueschist ,Z) Blueschist,Multiple Choice,Which of the following best describes clay? W) High porosity and high permeability X) High porosity and low permeability Y) Low porosity and high permeability Z) Low porosity and low permeability ,X) High porosity and low permeability,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE6
Biology,Multiple Choice,Which of the following organisms is a pseudo- coelomate ?  W) Earthworm  X) Roundworm  Y) Planarian  Z) Snail ,X) Roundworm,Short Answer,"In a large population of individuals, there exists a gene for eye color, where two alleles exist. B is dominant to r, and B gives blue eyes, while r gives red eyes. Given that the frequency of the B allele is 0.2, what proportion of the blue-eyed people are heterozygotes? ",8/9,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE6
Physics,Short Answer,Heat conduction in solid carbon is carried by which quasiparticle? ,Phonon,Short Answer,"The gravitational field on the Moon is 1 6 that of the Earth, and the equatorial radius of the Moon is 1 4 that of the Earth. Assuming the Earth and Moon to be spheres of uniform density, what is the ratio of the density of the Moon to the density of the Earth? ",2 3 (ACCEPT: 2 to 3),C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE6
Chemistry,Multiple Choice,Which of the following gases would be expected to have the least deviation from an ideal gas?  W) H2  X) CH4  Y) NH3  Z) F2 ,W) H2,Short Answer,"Identify all of the following three changes to an electrochemical reaction that, when doubled, would double its cell potential: 1) Temperature; 2) Gibbs free energy; 3) Stoichiometric coefficients. ",2 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE6
Earth and Space,Multiple Choice,A gas cloud with temperature 5000 Kelvin is situated in front of a 3000 Kelvin star. Which of the following features is most likely to be observed in the star’s full light spectra as a result of the gas cloud?  W) Smooth blackbody curve  X) Rough blackbody curve with peaks  Y) Rough blackbody curve with dips  Z) Rough blackbody curve with missing ultraviolet flux ,X) Rough blackbody curve with peaks,Short Answer,Identify all of the following three planets in our Solar System that have sodium in concentrations above 10% in their atmo- sphere: 1) Mercury; 2) Venus; 3) Mars. ,1 only,C:\Users\va648\PycharmProjects\ScibowlScrim-Backend\External Packets\Prometheus\Ignis DE6
