category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Chemistry,Multiple Choice,How many nodal planes does the LUMO of hex- atriene have? W) 2 X) 3 Y) 4 Z) 5 ,Y) 4,Short Answer,"By name or number, identify all of the following 3 statements which are true about the Diels-Alder reaction: 1) The more nucleophilic end of the diene will interact with the most electrophilic end of the dienophile 2) The endo product is the more thermodynamically favorable product 3) If there are no stereogenic centers on the diene, the reaction will always produce a pair of enantiomers as the major product ",1 and 3,MIT 2020 round 11
Biology,Multiple Choice,A protein with which of the following pI values would elute last in a cation-exchange column with a buﬀer pH of 6? W) 4.8 X) 5.2 Y) 7.0 Z) 7.4 ,W) 4.8,Short Answer,Name all of the four following hormones that could raise blood glucose: 1) Cortisol 2) Epinephrine 3) Inulin 4) Glucagon ,"1, 2, 4 ",MIT 2020 round 11
Earth and Space,Short Answer,What is the name of the failed arm of a triple junction? ,Aulacogen,Short Answer,"Within regions in stars where hydrogen and helium are partially ionized, the opacity can increase with temperature, causing the stellar atmosphere to become unstable against radial pulsations. What is the term for this mechanism? ",Kappa mechanism (accept: Eddington valve),MIT 2020 round 11
Math,Multiple Choice,What is the largest possible number of local maxima that a real-valued polynomial of degree 9 can have? W) 4 X) 5 Y) 8 Z) 9 ,W) 4,Multiple Choice,How many ways are there to tile a 4 by 3 board with identical 2 by 1 tiles? W) 3 X) 7 Y) 11 Z) 19 ,Y) 11,MIT 2020 round 11
Physics,Multiple Choice,Which of the following BEST approximates how re- sistivity changes as temperature increases for a classical conductor? W) Decreases at all temperatures X) Increases quadratically at all temperatures Y) Zero at low temperatures; increases linearly at high temperatures Z) Nonzero constant at low temperatures; increases linearly at high temperatures ,Z) Nonzero constant at low temperatures; increases linearly at high tem-peratures,Short Answer,"Yash creates a solar system model consisting of a mass- less spring with rest length zero ﬁxed at one end and attached to a marble on the other end. The marble moves without friction. Due to the diﬀerence between the spring force and gravity, this is not a perfect simulation of the solar system. By name or number, identify all of the following four statements about this system which are generally true: 1) The marble moves in an ellipse 2) The spring sweeps out area at a constant rate 3) The square of the marble’s orbital period is proportional to the cube of the semi-major axis of the ellipse ",1 and 2,MIT 2020 round 11
Chemistry,Multiple Choice,The addition reaction of HBr to isobutylene has an inverse kinetic isotope eﬀect. Which of the following statements is true? W) The diﬀerence in zero point energies bewteen a C-H bond and a C-D bond is smaller in sp2 hybridized carbons compared to sp3 hybridized carbons X) The diﬀerence in zero point energies bewteen a C-H bond and a C-D bond is larger in sp2 hybridized carbons compared to sp3 hybridized carbons Y) The diﬀerence in zero point energies of the C-H bond and the C-D bond in the transition state is smaller than the diﬀerence in the zero point energies in the reactant Z) The diﬀerence in zero point energies of the C-H bond and the C-D bond in the transition state is larger than the diﬀerence in the zero point energies in the product ,W) The diﬀerence in zero point energies bewteen a C-H bond and a C-Dbond is smaller in sp2 hybridized carbons compared to sp3 hybridized carbons,Short Answer,"You discover a square planar complex ML4, where M is a transition metal and L is a ligand. You ﬁnd that the degeneracy of the d- orbitals in increasing energy in the complex is 2, 1, 1, 1. Identify all of the following 3 classiﬁcations the ligand L can fall under: 1) sigma donor 2) pi donor 3) pi acceptor ",2 only,MIT 2020 round 11
Physics,Multiple Choice,Which of the following best describes the quantum mechanic wavefunction of a particle with deﬁnite position? W) Dirac delta function X) Oscillating complex exponential Y) Bessel function Z) Hermite polynomial ,W) Dirac delta function,Short Answer,"A laser beam with wavelength 500 nanometers is directed at a hair, producing a diﬀraction pattern on a screen located 2 meters behind the hair. If the width of the central maximum of the diﬀraction pattern is 2 centimeters, what is the width of the hair in meters? ",1 × 10−4 meters,MIT 2020 round 12
Energy,Multiple Choice,"Researchers in the Reddien group at MIT are inves- tigating regeneration in the planarian visual system. Planarians are often used in regeneration studies, in part due to their ability to reproduce both asexually and sexually. Which of the following observations about mode of reproduction are seen in lowered pH? W) Sexual reproduction is increased X) Sexual reproduction is decreased Y) Asexual reproduction is increased Z) Asexual reproduction is decreased ",Z) Asexual reproduction is decreased.,Short Answer,"Researchers in the Reddien group at MIT deployed single- cell RNA sequencing while investigating planarian regeneration. By name or number, identify all of the following four choices that explain why single-cell RNA sequencing in bacteria is more diﬃcult than in mammals: 1) High coverage in RNA contigs 2) Lack of polyadenylated mRNA 3) Scarcity of total RNA 4) Low sensitivity with rRNA ",2 and 3,MIT 2020 round 12
Math,Short Answer,What is the expected distance along the surface between two points chosen uniformly and independently at random on a sphere of radius 1? ,π/2,Short Answer,What is the maximum possible volume of a polyhedron formed by 5 points on a unit sphere? ,√ 3/2 ,MIT 2020 round 12
Biology,Short Answer,What is the name for the cup-like sac that surrounds a glomerulus in the kidney? ,Bowman’s capsule,Multiple Choice,Which of the following methods of self-tolerance pre- vent an autoimmune response to the thyroid protein thyroglobulin Clonal deletion X) Antigen sequestering Y) Clonal anergy Z) Active suppression by regulatory T-cells ,X) Antigen sequestering,MIT 2020 round 12
Chemistry,Short Answer,"By name or number, arrange the following three species in order of increasing chemical shift in proton NMR: 1) Aldehyde proton 2) Vinyl proton 3) Methyl proton ","3, 2, 1",Short Answer,"By name or number, identify all of the following statements which are true of azulene, a hydrocarbon consisting of seven and ﬁve- membered fused rings: 1) Azulene has a permanent dipole moment 2) Azulene is antiaromatic 3) Azulene is intensely blue colored ",1 and 3,MIT 2020 round 12
Earth and Space,Multiple Choice,"As a white dwarf cools, in which of the following directions on the HR diagram does it move? W) Down and left X) Down and right Y) Up and right Z) Up and left ",X) Down and right,Short Answer,What term refers to the matrix of smaller crystals found in porphyritic rocks in which phenocrysts reside? ,Groundmass,MIT 2020 round 12
Physics,Short Answer,"Water travels through a strange elliptical pipe with a semi-major axis of 6 centimeters and a semi-minor axis of 4 centimeters at a speed of 15 meters per second. It exits through a hose with a circular opening of radius 3 centimeters. Assuming laminar ﬂow, what is the speed at which it exits, in meters per second? ",40 meters per second,Multiple Choice,"Eight charges, each with charge +q, are placed at the corners of a cube. Consider the electric potential V within this cube. Which of the following best describes the potential at the center of the cube? W) Local minimum X) Local maximum Y) Saddle point Z) Singularity ",Y) Saddle point,MIT 2020 round 12
Biology,Multiple Choice,Which of the following genes is an example of a proto- oncogene? W) BRCA1 X) p53 Y) Ras Z) RB1 ,Y) Ras,Short Answer,Protein import into which of the following organelles does NOT require the protein to be unfolded? W) Endoplasmic reticulum X) Mitochondria Y) Chloroplast Z) Peroxisome ,Z) Peroxisome ,MIT 2020 round 12
Math,Short Answer,"In linear algebra, what is the term used to describe a collection of vectors for which no nonzero linear combination is equal to zero? ",Linearly independent (accept: independent),Short Answer,A polyhedron has 9 vertices and 16 edges. What is the minimum possible number of its faces which can be triangles? ,4,MIT 2020 round 12
Chemistry,Multiple Choice,"In order to synthesize ketones directly from acid derivatives, organolithiums and Grignard reagents are often employed. Which of the following acid derivatives would be least likely to generate good yields of ketone when reacted with an organolithium reagent? W) Carboxylic acid X) Ester Y) N -methoxy-N -methylamide Z) Nitrile ",X) Ester,Short Answer,"In NMR, the behavior of aromatic systems is dic- tated by the circulation of electrons in the π system in response to the magnetic ﬁeld. What is this circulation known as? ",Ring current,MIT 2020 round 12
Earth and Space,Short Answer,"By name or number, order the following three metamorphic index minerals from least to greatest metamorphic grade: 1) Biotite 2) Garnet 3) Sillimanite ","1, 2, 3",Multiple Choice,A star of approximately 5 solar masses would likely have: W) A convective core and a radiative envelope X) A radiative core and a convective envelope Y) Convection throughout the stellar body Z) Radiation throughout the stellar body ,W) A convective core and a radiative envelope,MIT 2020 round 12
Energy,Short Answer,"Researchers in the Surendranath group at MIT are working on catalysts for oxygen reduction. Which of the following statements is true about oxygen reduction? W) The oxygen to water reduction potential has a greater pH dependence than the reduction potential of the reduction of water to hydrogen gas X) At higher pHs, oxygen reduction can occur at a higher potential Y) Water lies below oxygen in the Pourbaix diagram of water Z) In a pH 1 aqueous solution at 0 volt potential, water is not thermodynamically stable ",Y) Water lies below oxygen in the Pourbaix diagram of water.,Short Answer,"Researchers in the Dinca group at MIT have discov- ered that copper-exchanged zeolites can catalyze partial oxidation of methane to methanol. A spectroscopic technique used to characterize the copper zeolite is x- ray absorption spectroscopy. By name or number, identify all of the following three statements which are true about x-ray absorption spectroscopy: 1) X-ray near-edge absorption spectroscopy measures energies of electronic tran- sitions. 2) For a set of complexes of a given metal, a higher oxidation state of the metal will correspond to an edge of higher energy. 3) Compared to the corresponding tetrahedral complex, transition metal octahe- dral complexes will have have a larger K-edge, where the K-edge corresponds to a 1s to valence d-orbital absorption. ",1 and 2,MIT 2020 round 12
